,book_id,user_id,rating
420,5,10402,4
421,5,10944,3
422,5,11691,5
423,5,11692,4
424,5,11868,3
425,5,11927,5
426,5,11945,4
427,5,12381,4
428,5,12476,5
429,5,12874,4
430,5,12946,5
431,5,13034,4
432,5,13776,4
433,5,13794,2
434,5,14546,2
435,5,14603,4
436,5,15547,2
437,5,17228,5
438,5,17643,2
439,5,17663,5
440,5,18031,5
441,5,18313,2
442,5,19526,4
443,5,19724,5
444,5,19729,4
445,5,20406,5
446,5,20467,4
447,5,21217,4
448,5,21228,4
449,5,21487,5
450,5,21676,4
451,5,21733,4
452,5,22602,5
453,5,23576,5
454,5,24499,3
455,5,25164,4
456,5,25182,5
457,5,25840,3
458,5,26629,5
459,5,26661,5
460,5,27499,5
461,5,27834,4
462,5,28158,4
463,5,28767,2
464,5,29703,5
465,5,29819,2
466,5,30681,3
467,5,30944,4
468,5,32338,3
469,5,32635,3
470,5,32748,4
471,5,32923,5
472,5,33065,4
473,5,33697,5
474,5,33716,4
475,5,33872,4
476,5,34688,3
477,5,36099,3
478,5,37284,2
479,5,38798,2
480,5,39423,2
481,5,41074,3
482,5,42404,3
483,5,44243,2
484,5,44397,5
485,5,45269,4
486,5,45493,5
487,5,45554,5
488,5,46139,4
489,5,46421,5
490,5,46482,5
491,5,47800,3
492,5,48559,3
493,5,48687,5
494,5,49298,2
495,5,50104,5
496,5,51166,4
497,5,51838,4
498,5,52036,4
499,5,53292,5
500,6,173,5
501,6,314,5
502,6,725,5
503,6,2077,2
504,6,2171,5
505,6,3662,5
506,6,5379,5
507,6,6016,5
508,6,8440,4
509,6,8612,4
510,6,9195,3
511,6,9246,2
512,6,9722,5
513,6,10727,5
514,6,11599,4
515,6,11691,3
516,6,11927,5
517,6,12476,4
518,6,13282,5
519,6,14222,4
520,6,14285,4
521,6,15318,4
522,6,16569,5
523,6,16913,5
524,6,17329,5
525,6,17405,4
526,6,17984,4
527,6,18031,1
528,6,18179,1
529,6,18199,5
530,6,18316,5
531,6,18361,5
532,6,18550,4
533,6,18798,4
534,6,18957,5
535,6,20076,4
536,6,20782,4
537,6,21228,4
538,6,22212,4
539,6,22534,3
540,6,24326,5
541,6,25030,3
542,6,26146,3
543,6,26244,5
544,6,26398,4
545,6,26942,4
546,6,28158,3
547,6,28831,4
548,6,29031,4
549,6,29644,5
550,6,29689,3
551,6,30601,5
552,6,30879,5
553,6,31001,4
554,6,31305,4
555,6,31760,4
556,6,32419,4
557,6,32635,5
558,6,32923,4
559,6,33119,5
560,6,33147,5
561,6,33207,4
562,6,33872,2
563,6,34531,4
564,6,35259,2
565,6,35982,2
566,6,36664,3
567,6,37035,4
568,6,37041,3
569,6,38687,3
570,6,38851,5
571,6,39720,4
572,6,40167,3
573,6,40251,5
574,6,40490,3
575,6,41318,3
576,6,43985,4
577,6,45493,4
578,6,47490,5
579,6,47746,5
580,6,48687,5
581,6,49138,5
582,6,49382,5
583,6,49830,5
584,6,50096,5
585,6,50101,5
586,6,50102,5
587,6,50104,5
588,6,50133,5
589,6,50610,3
590,6,51065,5
591,6,51166,5
592,6,51480,2
593,6,51762,4
594,6,52036,2
595,6,52469,5
596,6,52583,5
597,6,52740,2
598,6,53145,5
599,6,53292,5
700,8,588,3
701,8,1952,4
702,8,2276,4
703,8,2324,5
704,8,2900,3
705,8,3022,1
706,8,3922,1
707,8,4606,2
708,8,5461,4
709,8,6342,5
710,8,6630,4
711,8,7001,5
712,8,9246,4
713,8,9771,5
714,8,10140,3
715,8,10246,5
716,8,11285,3
717,8,11691,5
718,8,11868,2
719,8,11945,5
720,8,12381,3
721,8,12874,4
722,8,12946,4
723,8,13034,4
724,8,13776,4
725,8,13794,2
726,8,13991,4
727,8,14192,4
728,8,14207,4
729,8,14546,2
730,8,14603,5
731,8,17228,4
732,8,17434,5
733,8,17643,1
734,8,18313,1
735,8,19526,4
736,8,19724,3
737,8,19729,5
738,8,20076,4
739,8,20406,2
740,8,20782,4
741,8,20848,5
742,8,21217,4
743,8,21228,4
744,8,21487,3
745,8,21676,3
746,8,21733,2
747,8,22602,3
748,8,23576,5
749,8,24326,5
750,8,24499,3
751,8,25164,4
752,8,25182,5
753,8,25840,2
754,8,26145,3
755,8,26579,3
756,8,26661,5
757,8,27499,3
758,8,27834,4
759,8,28158,3
760,8,28767,2
761,8,30681,4
762,8,30944,3
763,8,32338,3
764,8,32592,4
765,8,32745,4
766,8,32748,5
767,8,32923,5
768,8,33065,3
769,8,33716,4
770,8,33872,4
771,8,36099,4
772,8,36695,4
773,8,37284,5
774,8,37834,4
775,8,38798,4
776,8,39423,3
777,8,42404,2
778,8,42574,4
779,8,42810,3
780,8,43985,3
781,8,45269,5
782,8,45554,5
783,8,46139,3
784,8,46482,5
785,8,47730,5
786,8,47800,5
787,8,48559,4
788,8,48687,5
789,8,49288,5
790,8,49289,5
791,8,49295,5
792,8,49297,5
793,8,50096,5
794,8,50101,5
795,8,50102,5
796,8,50104,5
797,8,50133,5
798,8,51838,4
799,8,53292,5
900,10,3662,4
901,10,3922,5
902,10,4536,2
903,10,5115,4
904,10,5272,3
905,10,5461,3
906,10,6063,1
907,10,6630,3
908,10,7001,4
909,10,8167,3
910,10,9246,2
911,10,9731,3
912,10,10111,5
913,10,10249,4
914,10,10509,2
915,10,10610,5
916,10,10944,4
917,10,11285,5
918,10,11692,5
919,10,11854,4
920,10,11868,5
921,10,11927,5
922,10,12381,5
923,10,12455,3
924,10,12471,5
925,10,12874,4
926,10,12946,5
927,10,13034,5
928,10,13282,5
929,10,13776,4
930,10,13794,4
931,10,13991,4
932,10,14192,4
933,10,14248,5
934,10,15547,3
935,10,15604,3
936,10,17228,5
937,10,17434,4
938,10,17643,1
939,10,17663,4
940,10,17984,5
941,10,18313,5
942,10,19526,4
943,10,19724,5
944,10,19942,5
945,10,20076,3
946,10,20406,4
947,10,20967,4
948,10,21217,3
949,10,21228,4
950,10,21487,5
951,10,21676,5
952,10,21733,4
953,10,22164,5
954,10,23576,4
955,10,23612,4
956,10,24326,5
957,10,24499,4
958,10,25164,4
959,10,25182,5
960,10,25840,5
961,10,26145,4
962,10,26661,4
963,10,26718,5
964,10,27834,5
965,10,27934,5
966,10,28767,5
967,10,28824,4
968,10,29703,4
969,10,30283,4
970,10,30681,4
971,10,32338,3
972,10,32635,4
973,10,32748,4
974,10,33065,5
975,10,36099,5
976,10,39423,3
977,10,41074,3
978,10,42404,5
979,10,42574,4
980,10,44397,5
981,10,46482,5
982,10,47411,2
983,10,47730,5
984,10,47800,5
985,10,48559,4
986,10,48687,5
987,10,49288,5
988,10,49289,5
989,10,49295,5
990,10,49297,5
991,10,50096,5
992,10,50101,5
993,10,50102,5
994,10,50133,5
995,10,50999,5
996,10,51166,3
997,10,51838,4
998,10,52036,4
999,10,53292,5
1000,11,439,4
1001,11,588,4
1002,11,1169,4
1003,11,1952,5
1004,11,2077,3
1005,11,4536,4
1006,11,5115,4
1007,11,5436,4
1008,11,5461,4
1009,11,5645,4
1010,11,6063,4
1011,11,6342,5
1012,11,6630,4
1013,11,7001,5
1014,11,8484,5
1015,11,9246,5
1016,11,9771,5
1017,11,10111,5
1018,11,10140,4
1019,11,10246,3
1020,11,10610,5
1021,11,10727,5
1022,11,10944,4
1023,11,11599,3
1024,11,11692,4
1025,11,11927,2
1026,11,11945,5
1027,11,12381,4
1028,11,12466,3
1029,11,12874,5
1030,11,12946,5
1031,11,13282,3
1032,11,13794,5
1033,11,13991,5
1034,11,14207,4
1035,11,14248,4
1036,11,14546,5
1037,11,16569,4
1038,11,16913,4
1039,11,17663,5
1040,11,17984,4
1041,11,18031,4
1042,11,18361,4
1043,11,18857,5
1044,11,19526,4
1045,11,19729,4
1046,11,20467,4
1047,11,20848,5
1048,11,20967,3
1049,11,21217,3
1050,11,21733,2
1051,11,22602,5
1052,11,23576,4
1053,11,23612,4
1054,11,24326,3
1055,11,24499,5
1056,11,24834,5
1057,11,26244,4
1058,11,26398,4
1059,11,26579,4
1060,11,26661,5
1061,11,28767,3
1062,11,28824,1
1063,11,29703,5
1064,11,30233,5
1065,11,30313,4
1066,11,30601,5
1067,11,32592,4
1068,11,32748,4
1069,11,32923,5
1070,11,33065,2
1071,11,33716,5
1072,11,33872,5
1073,11,36240,5
1074,11,36695,3
1075,11,37284,4
1076,11,38080,5
1077,11,38082,5
1078,11,38798,3
1079,11,42404,4
1080,11,43622,4
1081,11,43985,4
1082,11,45269,4
1083,11,46139,5
1084,11,47746,3
1085,11,47800,5
1086,11,48559,5
1087,11,48687,5
1088,11,49288,5
1089,11,49289,5
1090,11,49295,5
1091,11,49297,5
1092,11,49298,5
1093,11,50096,5
1094,11,50101,5
1095,11,50104,5
1096,11,50133,5
1097,11,51166,5
1098,11,51480,3
1099,11,51762,5
1200,13,1169,3
1201,13,2324,5
1202,13,3022,2
1203,13,3662,5
1204,13,3922,5
1205,13,5115,4
1206,13,6063,4
1207,13,6342,5
1208,13,7001,3
1209,13,8167,4
1210,13,8370,4
1211,13,8484,3
1212,13,8510,3
1213,13,9246,3
1214,13,9731,3
1215,13,10249,3
1216,13,10288,3
1217,13,10509,5
1218,13,10610,5
1219,13,10944,4
1220,13,11285,3
1221,13,11408,3
1222,13,11691,5
1223,13,11692,5
1224,13,11868,5
1225,13,11927,4
1226,13,11945,4
1227,13,12381,5
1228,13,12471,4
1229,13,12874,4
1230,13,12946,5
1231,13,13282,5
1232,13,13776,4
1233,13,13794,3
1234,13,14546,5
1235,13,14603,5
1236,13,15604,5
1237,13,16569,3
1238,13,17434,3
1239,13,17643,5
1240,13,19526,5
1241,13,19724,5
1242,13,19942,2
1243,13,20406,5
1244,13,20782,3
1245,13,21217,4
1246,13,21228,4
1247,13,21676,5
1248,13,21733,5
1249,13,23612,5
1250,13,25164,4
1251,13,25840,2
1252,13,26145,3
1253,13,26629,5
1254,13,26718,5
1255,13,27834,4
1256,13,27934,5
1257,13,29819,4
1258,13,30313,4
1259,13,30794,4
1260,13,32338,4
1261,13,32635,4
1262,13,32745,4
1263,13,32748,5
1264,13,32918,4
1265,13,33065,4
1266,13,33697,5
1267,13,33716,4
1268,13,36099,5
1269,13,36695,4
1270,13,37284,5
1271,13,37834,4
1272,13,38865,2
1273,13,42508,4
1274,13,42574,4
1275,13,43622,4
1276,13,43985,4
1277,13,44397,5
1278,13,45269,5
1279,13,45493,4
1280,13,45554,4
1281,13,46482,5
1282,13,47411,3
1283,13,47800,5
1284,13,48482,5
1285,13,48559,4
1286,13,48687,5
1287,13,49288,5
1288,13,49289,5
1289,13,49295,5
1290,13,49297,5
1291,13,49298,2
1292,13,50096,5
1293,13,50101,5
1294,13,50104,5
1295,13,50133,5
1296,13,50999,3
1297,13,51480,2
1298,13,51838,4
1299,13,52036,5
2000,21,588,4
2001,21,2077,3
2002,21,2900,5
2003,21,3022,4
2004,21,3922,5
2005,21,5436,5
2006,21,7001,5
2007,21,8167,4
2008,21,9011,4
2009,21,9731,4
2010,21,9771,4
2011,21,10111,4
2012,21,10140,3
2013,21,10249,5
2014,21,10509,2
2015,21,10751,5
2016,21,10944,4
2017,21,11285,4
2018,21,11408,4
2019,21,11599,5
2020,21,11854,4
2021,21,11868,5
2022,21,11927,5
2023,21,11999,3
2024,21,12466,3
2025,21,12471,5
2026,21,12476,5
2027,21,12874,4
2028,21,12946,4
2029,21,13282,5
2030,21,13544,5
2031,21,14222,3
2032,21,14546,5
2033,21,14936,4
2034,21,15318,3
2035,21,15604,4
2036,21,15889,3
2037,21,16377,5
2038,21,16913,3
2039,21,17566,4
2040,21,17984,5
2041,21,18031,5
2042,21,18100,4
2043,21,18313,5
2044,21,18361,4
2045,21,18798,4
2046,21,19724,5
2047,21,19729,4
2048,21,19942,5
2049,21,20076,4
2050,21,21228,5
2051,21,21676,5
2052,21,21713,4
2053,21,23612,5
2054,21,24499,4
2055,21,24582,5
2056,21,24845,5
2057,21,25164,3
2058,21,26145,3
2059,21,26629,4
2060,21,26718,4
2061,21,27934,2
2062,21,28158,4
2063,21,29703,4
2064,21,29819,4
2065,21,30283,5
2066,21,30313,5
2067,21,30601,4
2068,21,30944,3
2069,21,31001,5
2070,21,32305,4
2071,21,32592,4
2072,21,32635,5
2073,21,32918,5
2074,21,33065,5
2075,21,33147,5
2076,21,33697,4
2077,21,33864,4
2078,21,36099,5
2079,21,37690,4
2080,21,37746,3
2081,21,40126,5
2082,21,40468,4
2083,21,41074,4
2084,21,41318,5
2085,21,43602,3
2086,21,45269,4
2087,21,46977,2
2088,21,47476,4
2089,21,48297,4
2090,21,48482,4
2091,21,48559,4
2092,21,48687,1
2093,21,49298,5
2094,21,50342,5
2095,21,51065,5
2096,21,51762,5
2097,21,51838,4
2098,21,52036,2
2099,21,52583,5
2300,24,588,4
2301,24,1169,3
2302,24,2900,5
2303,24,3022,4
2304,24,3922,5
2305,24,5436,5
2306,24,6634,3
2307,24,8167,4
2308,24,8710,3
2309,24,9011,3
2310,24,9244,4
2311,24,9731,4
2312,24,9771,4
2313,24,10111,4
2314,24,10140,3
2315,24,10249,5
2316,24,10288,5
2317,24,10509,2
2318,24,10751,5
2319,24,10944,4
2320,24,11285,4
2321,24,11408,4
2322,24,11599,5
2323,24,11854,4
2324,24,11868,5
2325,24,11927,5
2326,24,11999,3
2327,24,12466,3
2328,24,12471,5
2329,24,12476,4
2330,24,12874,4
2331,24,12946,4
2332,24,13544,5
2333,24,14372,3
2334,24,14546,5
2335,24,14603,4
2336,24,14936,4
2337,24,15318,3
2338,24,15604,4
2339,24,16569,4
2340,24,16913,4
2341,24,17566,4
2342,24,17984,5
2343,24,18031,5
2344,24,18100,4
2345,24,18313,5
2346,24,18361,4
2347,24,19724,5
2348,24,19729,4
2349,24,19942,4
2350,24,20076,4
2351,24,21228,5
2352,24,21676,5
2353,24,21713,4
2354,24,23603,5
2355,24,23612,5
2356,24,24499,4
2357,24,24582,5
2358,24,24845,4
2359,24,25164,4
2360,24,25278,5
2361,24,26145,3
2362,24,26718,4
2363,24,27934,3
2364,24,28158,4
2365,24,28824,4
2366,24,29819,5
2367,24,30283,5
2368,24,30313,5
2369,24,30944,3
2370,24,31001,5
2371,24,32055,4
2372,24,32305,5
2373,24,32592,4
2374,24,32635,5
2375,24,32918,5
2376,24,33065,5
2377,24,33697,5
2378,24,33864,4
2379,24,36099,5
2380,24,37746,3
2381,24,40126,5
2382,24,41074,4
2383,24,41318,5
2384,24,43602,3
2385,24,45269,4
2386,24,45554,4
2387,24,46421,5
2388,24,47476,4
2389,24,47800,5
2390,24,48482,4
2391,24,48559,3
2392,24,48687,1
2393,24,49298,5
2394,24,50342,5
2395,24,51065,5
2396,24,51460,4
2397,24,51762,5
2398,24,51838,4
2399,24,53293,5
2400,25,588,5
2401,25,2077,3
2402,25,3022,4
2403,25,3922,5
2404,25,5436,5
2405,25,6252,5
2406,25,6634,3
2407,25,8167,4
2408,25,8454,3
2409,25,9011,4
2410,25,9244,3
2411,25,9731,4
2412,25,9771,4
2413,25,10140,3
2414,25,10249,5
2415,25,10288,5
2416,25,10751,5
2417,25,10944,4
2418,25,11285,4
2419,25,11408,4
2420,25,11691,4
2421,25,11854,4
2422,25,11927,5
2423,25,11999,3
2424,25,12471,5
2425,25,12476,5
2426,25,12946,5
2427,25,13095,4
2428,25,13282,5
2429,25,13360,3
2430,25,13544,5
2431,25,14222,3
2432,25,14546,5
2433,25,14936,4
2434,25,15318,3
2435,25,15604,4
2436,25,15889,4
2437,25,16569,4
2438,25,16913,3
2439,25,17566,4
2440,25,18031,5
2441,25,18100,5
2442,25,18313,5
2443,25,18361,4
2444,25,19171,5
2445,25,19724,5
2446,25,19729,5
2447,25,19942,3
2448,25,20076,4
2449,25,21217,4
2450,25,21228,4
2451,25,21676,5
2452,25,21713,5
2453,25,23612,5
2454,25,24499,4
2455,25,24582,5
2456,25,24845,4
2457,25,25164,3
2458,25,26145,3
2459,25,26629,4
2460,25,27612,5
2461,25,27934,3
2462,25,28158,5
2463,25,28824,5
2464,25,29819,4
2465,25,30283,5
2466,25,30313,4
2467,25,30601,4
2468,25,30944,4
2469,25,31001,5
2470,25,32055,4
2471,25,32305,5
2472,25,32592,4
2473,25,32635,5
2474,25,32635,5
2475,25,32918,5
2476,25,33065,5
2477,25,33147,5
2478,25,33697,3
2479,25,33864,4
2480,25,36099,5
2481,25,40126,5
2482,25,40468,5
2483,25,41074,3
2484,25,41318,5
2485,25,43985,4
2486,25,44243,4
2487,25,45269,4
2488,25,45554,3
2489,25,47476,4
2490,25,47800,5
2491,25,48482,4
2492,25,48559,5
2493,25,48687,1
2494,25,49298,5
2495,25,50342,5
2496,25,51065,5
2497,25,51838,5
2498,25,52036,2
2499,25,52583,5
2500,26,588,3
2501,26,1169,1
2502,26,1952,3
2503,26,2324,3
2504,26,2900,4
2505,26,3922,3
2506,26,4536,4
2507,26,5436,4
2508,26,6342,3
2509,26,6634,2
2510,26,7001,4
2511,26,9731,4
2512,26,9771,3
2513,26,10111,2
2514,26,10140,2
2515,26,10402,3
2516,26,10944,1
2517,26,11239,2
2518,26,11599,2
2519,26,11691,4
2520,26,11692,3
2521,26,11927,2
2522,26,11945,5
2523,26,12381,2
2524,26,12874,5
2525,26,12946,3
2526,26,13282,5
2527,26,13360,4
2528,26,13794,2
2529,26,13991,4
2530,26,14248,3
2531,26,14285,3
2532,26,14546,2
2533,26,15604,4
2534,26,15748,5
2535,26,16377,5
2536,26,17228,4
2537,26,17566,5
2538,26,18031,4
2539,26,18313,5
2540,26,18361,3
2541,26,18550,4
2542,26,18798,3
2543,26,19191,2
2544,26,19724,5
2545,26,19942,5
2546,26,20848,4
2547,26,21217,4
2548,26,21228,4
2549,26,21713,4
2550,26,22164,3
2551,26,22534,2
2552,26,23612,4
2553,26,24499,2
2554,26,24582,4
2555,26,24845,4
2556,26,25164,4
2557,26,26053,3
2558,26,26145,4
2559,26,27612,3
2560,26,29031,3
2561,26,30283,3
2562,26,30833,3
2563,26,30871,4
2564,26,30944,3
2565,26,31001,3
2566,26,32055,5
2567,26,32592,4
2568,26,32635,3
2569,26,32918,5
2570,26,32923,4
2571,26,33065,4
2572,26,33147,2
2573,26,33697,2
2574,26,33864,3
2575,26,34688,4
2576,26,35259,4
2577,26,35982,2
2578,26,36099,4
2579,26,37284,4
2580,26,37834,4
2581,26,38865,3
2582,26,41074,3
2583,26,42574,5
2584,26,43602,4
2585,26,43622,3
2586,26,44397,5
2587,26,45269,2
2588,26,45554,4
2589,26,47411,5
2590,26,48297,3
2591,26,48482,4
2592,26,48559,3
2593,26,48687,5
2594,26,49298,2
2595,26,50342,4
2596,26,51460,4
2597,26,51480,1
2598,26,51762,4
2599,26,51838,4
2600,27,439,5
2601,27,588,4
2602,27,2077,5
2603,27,2900,5
2604,27,3022,4
2605,27,3922,5
2606,27,5436,5
2607,27,8167,4
2608,27,9011,3
2609,27,9731,4
2610,27,9771,4
2611,27,10111,4
2612,27,10140,3
2613,27,10249,5
2614,27,10288,5
2615,27,10509,2
2616,27,10751,4
2617,27,10944,4
2618,27,11285,4
2619,27,11408,4
2620,27,11599,5
2621,27,11854,4
2622,27,11927,5
2623,27,11999,3
2624,27,12471,5
2625,27,12476,5
2626,27,12946,4
2627,27,13282,5
2628,27,13360,3
2629,27,13544,5
2630,27,14546,5
2631,27,14936,4
2632,27,15318,3
2633,27,15604,3
2634,27,15889,4
2635,27,16569,5
2636,27,16913,3
2637,27,17566,4
2638,27,17984,5
2639,27,18031,5
2640,27,18100,4
2641,27,18313,5
2642,27,18361,4
2643,27,19171,5
2644,27,19724,5
2645,27,19729,4
2646,27,19942,4
2647,27,20076,4
2648,27,21228,3
2649,27,21676,5
2650,27,21713,4
2651,27,22534,5
2652,27,23612,5
2653,27,24499,4
2654,27,24582,5
2655,27,24845,5
2656,27,25164,4
2657,27,26145,3
2658,27,26629,4
2659,27,26718,4
2660,27,27612,5
2661,27,28158,4
2662,27,28824,5
2663,27,29819,5
2664,27,30283,5
2665,27,30313,4
2666,27,30601,4
2667,27,30944,2
2668,27,31001,5
2669,27,32055,4
2670,27,32305,5
2671,27,32592,4
2672,27,32635,4
2673,27,32918,5
2674,27,33065,5
2675,27,33147,5
2676,27,33697,4
2677,27,33864,4
2678,27,36099,5
2679,27,37746,3
2680,27,40126,5
2681,27,41074,4
2682,27,41318,5
2683,27,43602,3
2684,27,45269,5
2685,27,45554,3
2686,27,47476,3
2687,27,47800,5
2688,27,48297,3
2689,27,48482,4
2690,27,48559,2
2691,27,48687,1
2692,27,49298,5
2693,27,50342,5
2694,27,51166,5
2695,27,51460,4
2696,27,51480,1
2697,27,51762,5
2698,27,51838,5
2699,27,52036,2
2700,28,1169,4
2701,28,2276,2
2702,28,2324,5
2703,28,2900,3
2704,28,3087,4
2705,28,3739,5
2706,28,3922,2
2707,28,5115,3
2708,28,5436,5
2709,28,5461,5
2710,28,5645,5
2711,28,5885,3
2712,28,6063,3
2713,28,6342,5
2714,28,6630,3
2715,28,8370,4
2716,28,8484,2
2717,28,9011,2
2718,28,9011,1
2719,28,9246,4
2720,28,9731,3
2721,28,10111,5
2722,28,10140,3
2723,28,10402,4
2724,28,10751,5
2725,28,11691,5
2726,28,11868,3
2727,28,11927,3
2728,28,11945,5
2729,28,12381,4
2730,28,12946,5
2731,28,13034,4
2732,28,13274,4
2733,28,13794,2
2734,28,13991,4
2735,28,14192,5
2736,28,14248,4
2737,28,14546,5
2738,28,14603,5
2739,28,15604,5
2740,28,16569,4
2741,28,16913,4
2742,28,17434,5
2743,28,17566,4
2744,28,18798,3
2745,28,19526,5
2746,28,19724,3
2747,28,19729,3
2748,28,19942,3
2749,28,20967,5
2750,28,21228,4
2751,28,21487,4
2752,28,21713,3
2753,28,21733,3
2754,28,22602,4
2755,28,24499,3
2756,28,24834,3
2757,28,25164,4
2758,28,25182,2
2759,28,25278,5
2760,28,25840,2
2761,28,26053,4
2762,28,26145,3
2763,28,26629,5
2764,28,27934,5
2765,28,28767,1
2766,28,29819,4
2767,28,30313,4
2768,28,30944,5
